source_row,vendor,transmittal_no,vendor_document_no,project_document_drawing_no,project_doc_no,revision_raw,revision,description,match_status,match_method,match_source_field,matched_document,candidates,reason
580,DANEM,DEW-5718-T-626,DEW-MG-QAQC-CV-0004,-,,0,0,CV of QA/QC Inspector for Tank Shop Fabrication (Mr. PRAVEEN BABU),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
581,DANEM,DEW-5718-T-631,DEW-5718-WPR-0051,-,,0,0,WEEKLY PROGRESS REPORT-0051 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
582,AIM,AIM-TN-0026,AIM-2240449-003,-,,0,0,MONTHLY PROGRESS REPORT - AUG 2024,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
583,TEBODIN,TL-0017,4391-MOM-0143,,,,,WEEKLY PROGRESS MEETING FOR TEBODIN-0002,EXACT,EXACT,VENDOR_DOCUMENT_NO,4391-MOM-0143,,exact match on VENDOR_DOCUMENT_NO
584,DANEM,DEW-5718-T-645,DEW-5718-WPR-0052,-,,0,0,WEEKLY PROGRESS REPORT-0052 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
585,DANEM,DEW-5718-T-647,DEW-5718-MPR-0011,-,,0,0,MONTHLY PROGRESS REPORT-0011 DANEM ENGINEERING-STORAGE TANKS WORKS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
586,DANEM,DEW-5718-T-660,DEW-5718-WPR-0053,-,,0,0,WEEKLY PROGRESS REPORT-0053 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
587,DANEM,DEW-5718-T-668,DEW-5718-WPR-0054,-,,0,0,WEEKLY PROGRESS REPORT-0054 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
588,DANEM,DEW-5718-T-669,DEW-5718-WPR-0055,-,,0,0,WEEKLY PROGRESS REPORT-0054 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
589,DANEM,DEW-5718-T-701,DEW-5718-WPR-0056,-,,0,0,WEEKLY PROGRESS REPORT-0056 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
590,AIM,AIM-TN-0033,AIM-2240449-003,,,0,0,MONTHLY PROGRESS REPORT - Sep 2024,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
591,DANEM,DEW-5718-T-715,DEW-5718-MPR-0012,-,,0,0,MONTHLY PROGRESS REPORT-0012 DANEM ENGINEERING-STORAGE TANKS WORKS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
592,DANEM,DEW-5718-T-739,DEW-5718-WPR-0056,-,,0,0,WEEKLY PROGRESS REPORT-0057 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
593,DANEM,DEW-5718-T-792,DEW-5718-WPR-0062,-,,0,0,WEEKLY PROGRESS REPORT-0062 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
594,DANEM,DEW-5718-T-865,DEW-5718-WPR-0065,-,,0,0,WEEKLY PROGRESS REPORT-0065 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
595,DANEM,DEW-5718-T-839,DEW-5718-WPR-0066,,,0,0,WEEKLY PROGRESS REPORT-0066 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
596,AIM,AIM-TN-0039,AIM-2240449-003,,,0,0,MONTHLY PROGRESS REPORT - Nov 2024,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
597,AIM,AIM-TN-0045,AIM-2240449-003,,,1,1,MONTHLY PROGRESS REPORT - Dec 2024,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
598,DANEM,DEW-5718-T-882,DEW-5718-WPR-0067,,,0,0,WEEKLY PROGRESS REPORT-0067 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
599,DANEM,DEW-5718-T-882,DEW-5718-WPR-0068,,,0,0,WEEKLY PROGRESS REPORT-0068 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
600,DANEM,DEW-5718-T-882,DEW-5718-WPR-0069,,,0,0,WEEKLY PROGRESS REPORT-0069 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
601,DANEM,DEW-5718-T-882,DEW-5718-WPR-0070,,,0,0,WEEKLY PROGRESS REPORT-0070 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
